,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
161,161,278,161,278,19,11/9/21 11:06,11/9/21 11:37,0,128.252.3.167,100,1854,1,11/9/21 11:37,R_1eS53QS2vZiqwIj,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,845.959,845.959,850.839,1,21.935,32.904,33.921,5,6,5,5,7,1,5.559,46.607,50.043,14,1,2,1,2,3,1,0,2,3,2,5.949,149.208,150.028,67,4,5,3,4,5,1,5,2,3,4,3,3,3,5,2,2,1,2,5,4,3,1,2,4,1,1,5,5,4,5,5,2,5,4,5,2,5,5,4,5,5,5,2,3,4,4,1,1,2,5,5,5,4,4,5,3,5,5,5,3,4.779,196.292,196.786,62,1,6,6,5,2,5,5,6,6,6,4,6,1,3,6,6,6,6,5,4,6,1,6,6,6,6,3,1,2,3,6,6,5,6,1,5,6,6,6,5,6,4,5,6,6,3,3,6,6,5,6,6,5,5,6,6,6,3.747,33.683,34.726,15,7,7,7,6,7,1,1,7,7,2,1,7,20.596,56.695,57.185,22,5,7,7,1,1,2,5,2,3,7,7,7,7,7,7,7,7,7,18.313,97.155,98.095,23,4,5,5,3,1,2,7,3,7,7,7,7,7,7,7,1,1,1,4,1,4.597,11.463,11.811,6,2,1,1,5.551,29.717,30.897,6,4,6,5,6,6,6,13.614,87.343,87.797,23,4,5,7,7,5,4,7,6,4,6,7,7,7,7,7,7,7,7,7,7,2.802,95.734,96.284,30,7,4,7,7,6,7,7,2,4,5,7,6,4,7,7,2,4,1,5,3,6,7,2,7,5,7,4,1,1,7,7,1,3,2,1,1,1,7,5,6,6,1,1,1,4,7,1,1,1,5,8.286,32.808,33.882,12,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,2,India,5,3,1,NA,4.8,0,1,13,3.6,5.2,7,1.6,6,White,-0.105934623,-0.570002587,-0.383269132,1,0.470003629
162,162,279,162,279,19,11/9/21 11:28,11/9/21 12:12,0,128.252.57.7,100,2625,1,11/9/21 12:12,R_1OiBUdd1sDGTd2g,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1199.665,1199.665,1204.146,1,24.801,51.532,54.805,6,5,5,5,6,3,10.09,55.241,56.665,11,1,3,1,2,1,0,2,2,0,2,7.518,194.028,195.2,61,2,4,5,2,2,1,5,2,3,4,2,3,4,5,4,5,5,2,4,4,2,1,4,3,2,1,5,4,2,2,5,5,2,5,5,2,2,3,4,3,2,1,4,2,2,2,1,2,1,2,2,5,4,4,2,2,5,2,4,3,16.168,257.058,258.098,62,5,2,5,6,5,4,4,5,3,5,5,2,4,4,2,5,1,6,6,5,6,4,6,5,5,4,3,2,4,2,5,6,4,5,3,4,6,1,5,3,4,4,4,2,6,3,4,5,5,4,6,6,5,5,4,3,4,7.531,76.779,79.742,13,6,7,5,2,4,2,3,2,3,5,2,6,9.556,75.542,76.508,19,5,4,3,1,1,1,5,6,6,4,4,3,5,5,4,6,6,6,17.697,152.991,158.836,27,5,6,5,5,5,6,6,4,5,5,4,6,4,5,3,1,1,2,1,1,15.232,23.577,24.773,3,3,2,3,14.747,50.613,52.304,7,3,5,1,7,3,3,10.513,112.179,113.276,22,2,5,3,2,4,5,4,5,3,5,6,6,6,5,5,3,3,3,3,3,10.722,154.62,155.897,34,3,1,5,4,2,6,5,5,3,5,5,5,2,5,2,2,5,1,5,2,4,4,5,4,5,3,5,5,2,4,3,4,3,2,4,6,5,4,7,6,5,6,3,3,5,3,1,6,5,6,3.573,38.73,41.02,9,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,3,13,NA,4.8,2,1,14,5.2,5.2,4.4,1.2,6,White,-0.105934623,-0.762911626,-0.492652192,1,0.182321557
163,163,280,163,280,18,11/9/21 12:30,11/9/21 12:48,0,128.252.3.167,100,1073,1,11/9/21 12:48,R_33v6A2Vzi2BbRSQ,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.941,2.829,4.371,2,7.287,17.42,18.115,5,1,1,1,2,1,10.801,30.369,30.705,13,1,0,3,1,1,2,1,1,3,0,5.421,172.971,173.307,67,1,4,2,1,4,2,4,3,1,3,4,4,4,5,4,5,3,4,5,4,2,2,2,1,2,5,2,2,1,2,5,4,4,5,4,4,4,4,5,4,2,4,4,2,2,2,3,1,1,4,4,4,4,5,4,2,1,2,4,4,4.231,172.194,173.742,67,5,1,4,4,5,4,6,5,4,4,5,5,5,4,2,4,1,6,5,4,5,5,5,6,5,4,2,2,5,2,4,5,6,3,2,4,5,2,6,2,4,5,4,2,5,4,5,5,6,4,4,5,5,5,6,5,4,5.208,42.808,43.154,13,6,7,6,4,6,3,3,1,6,6,3,7,10.823,53.004,53.764,22,5,4,4,3,3,2,6,5,5,4,6,5,4,5,6,6,5,5,15.345,94.143,95.017,23,5,4,5,5,4,5,4,6,5,5,3,6,3,3,6,2,2,1,2,2,10.426,18.283,18.739,4,4,4,3,23.696,44.469,45.066,6,5,5,2,4,5,4,26.52,132.165,132.798,29,6,6,5,4,2,5,3,3,7,2,5,3,3,2,4,3,3,2,3,3,18.737,139.184,139.97,37,5,1,6,3,5,4,5,4,4,5,3,4,2,4,3,3,4,2,5,2,3,3,5,2,2,4,5,5,2,6,2,4,5,6,3,2,5,5,1,6,5,2,2,3,1,1,3,2,5,6,4.334,35.042,37.276,10,2,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,1,NA,NA,1.2,2,2,15,4.6,5,4.2,1.8,10,Multiple,-3.07044883,-0.955820665,-2.282970657,1,0.587786665
165,165,281,165,281,20,11/9/21 14:49,11/9/21 15:07,0,128.252.3.167,100,1117,1,11/9/21 15:07,R_cI2vD552RoQcbBL,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,3.527,3.527,33.663,1,7.799,25.934,27.739,10,6,6,5,6,6,10.038,34.752,35.341,11,0,2,1,1,2,0,0,2,1,1,9.949,142.817,143.459,63,2,4,2,4,5,4,4,4,4,5,2,2,4,2,4,2,1,4,4,5,3,2,4,4,1,1,4,4,4,5,4,4,3,2,3,4,2,3,4,4,3,2,4,4,2,4,3,2,4,3,2,4,2,4,2,4,4,2,2,2,9.296,163.207,164.109,66,2,1,4,5,6,5,6,6,2,4,6,2,2,4,1,4,1,5,2,5,1,2,6,4,4,4,2,4,5,2,4,6,5,5,2,5,3,1,5,2,5,5,2,1,5,4,4,5,5,2,5,4,6,5,2,2,5,12.734,72.232,74.39,16,5,2,5,2,3,2,3,5,6,2,5,2,1.04,62.944,63.343,27,6,3,5,4,2,5,6,6,5,4,4,3,4,3,4,4,3,3,10.415,67.074,68.763,21,5,4,4,3,4,5,4,6,3,5,5,5,5,3,2,1,1,1,1,1,20.209,25.532,26.474,3,2,2,2,93.303,114.588,116.008,8,3,4,1,6,6,3,7.205,86.969,87.749,27,5,5,3,1,7,5,5,5,3,4,2,5,5,3,5,4,4,4,4,4,5.949,112.162,113.127,36,5,3,3,2,6,5,6,5,6,2,5,3,4,5,2,3,5,6,6,3,4,3,3,4,6,5,5,4,3,6,6,2,2,3,2,6,6,5,5,6,3,2,2,2,4,2,2,5,2,5,3.229,34.54,37.086,11,5,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,3,8,NA,5.8,1,1,8,4,4.6,4,1,6,White,0.717541546,0.394542607,0.630572666,NA,0
166,166,282,166,282,18,11/9/21 15:03,11/9/21 16:05,0,128.252.3.164,100,3756,1,11/9/21 16:05,R_2WBAP2ln8qxRk90,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2016.544,2016.544,2019.826,1,11.47,38.736,40.003,5,4,5,3,6,5,11.567,49.036,50.918,11,1,1,1,1,2,0,0,2,2,0,10.111,266.235,267.313,62,3,5,2,3,2,3,5,4,4,4,2,4,2,4,4,3,1,4,4,2,3,4,5,2,2,2,4,4,3,4,4,5,4,4,4,3,4,4,4,4,4,5,5,3,2,4,1,2,2,4,2,5,5,2,2,4,4,5,5,5,9.213,263.591,264.773,68,4,1,6,6,6,5,3,6,6,3,5,5,2,2,2,6,2,5,5,6,5,2,6,5,5,5,3,3,6,1,6,6,3,6,3,5,6,3,6,2,6,6,2,4,5,3,4,6,6,6,6,5,6,6,5,6,5,21.639,91.37,94.552,15,7,7,5,1,7,2,2,4,7,7,2,1,27.165,120.212,121.302,20,5,7,7,3,2,1,5,7,7,2,2,3,5,4,5,6,5,7,23.826,142.29,143.448,25,4,5,3,5,5,6,5,6,6,6,3,6,4,6,3,1,1,1,1,1,7.144,20.229,21.139,3,5,5,5,33.699,90.78,91.727,7,7,7,1,7,4,6,30.034,249.36,250.084,26,5,6,6,1,2,1,5,5,5,7,2,2,2,2,2,4,6,2,5,6,14.413,168.358,169.161,43,7,5,3,7,6,7,7,5,3,5,3,6,7,6,3,7,6,3,7,6,6,5,6,5,6,6,7,6,1,3,1,7,2,2,6,4,7,5,7,7,5,3,5,5,1,1,2,1,2,7,5.434,58.638,62.155,19,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,Mexico,2,Mexico,2,Mexico,1,3,11,NA,4.6,1,1,8,4.4,5.8,4.4,1,7,Hispanic/Latin,-0.270629856,0.394542607,0.070260864,1,0
167,167,283,167,283,18,11/9/21 17:05,11/9/21 17:35,0,128.252.3.164,100,1827,1,11/9/21 17:35,R_3NPBuu13Tbf1PHV,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.83,0.83,5.481,1,17.388,39.924,42.158,5,7,5,3,7,1,7.198,45.863,47.467,11,0,3,3,3,1,0,3,2,2,2,21.966,281.838,283.769,69,5,5,2,1,5,4,5,2,2,5,1,5,4,5,3,1,1,5,5,4,4,1,5,4,1,1,5,2,1,4,4,4,4,5,5,5,1,2,5,5,2,2,5,3,2,5,1,1,1,3,2,5,5,5,1,5,5,2,4,3,58.843,583.666,583.671,78,2,3,5,6,6,2,2,4,6,6,6,2,1,6,1,6,1,5,NA,4,6,4,6,6,6,6,1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,5,6,6,6,6,6,6,6,6,6,6,1,3,12.643,60.833,61.474,15,7,7,7,6,7,7,1,1,6,6,1,5,13.433,69.377,69.835,21,3,3,3,3,3,3,3,3,7,7,1,1,7,7,7,7,7,7,24.649,83.819,84.724,22,1,1,7,7,7,1,1,5,5,1,3,2,3,4,4,5,5,5,5,5,31.939,36.738,37.867,5,5,5,2,7.717,19.782,21.015,8,5,6,6,6,7,7,0.54,96.059,96.919,24,3,2,3,3,3,5,5,5,6,6,6,5,4,5,5,5,5,6,6,6,6.581,154.098,154.459,34,5,5,5,5,6,7,5,5,6,5,5,6,NA,6,NA,NA,6,NA,6,4,4,5,6,5,4,5,5,6,6,6,5,5,5,4,5,5,5,6,4,6,5,5,5,5,5,5,5,4,4,4,4.405,148.005,150.278,16,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Singspore,NA,NA,2,NA,4,2,14,NA,4.6,2,1,19,4.6,2.6,3.2,5,1,Black,-0.270629856,-1.72745682,-1.132952789,1,1.609437912
168,168,284,168,284,20,11/10/21 15:30,11/10/21 15:52,0,128.252.3.164,100,1321,1,11/10/21 15:52,R_1P166tRzDrH3Trn,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.289,1.289,5.122,1,11.556,31.156,32.121,6,4,6,2,5,2,5.385,46.453,47.861,14,2,3,1,2,2,2,0,1,2,1,5.81,179.286,180.143,70,4,5,4,1,1,2,5,3,2,5,3,1,5,5,5,4,1,4,5,5,3,2,4,2,1,1,5,2,2,1,5,3,4,5,5,4,1,4,3,5,5,5,5,2,1,4,1,2,1,1,4,4,4,2,2,3,4,5,5,5,9.473,344.042,347.5,86,6,2,5,5,4,4,5,5,6,4,5,1,2,2,2,5,2,6,3,3,1,2,6,6,5,6,2,1,2,1,6,6,2,4,6,6,3,2,5,3,5,6,4,6,6,4,2,6,6,6,5,4,4,5,4,6,6,6.204,57.671,58.299,17,7,7,6,1,2,5,5,1,7,3,1,4,14.518,100.864,102.65,25,6,5,5,4,2,4,6,7,7,5,2,6,2,2,1,1,1,5,11.871,98.045,99.511,30,4,6,6,6,5,6,3,5,6,4,7,5,5,7,4,2,1,2,1,1,23.713,30.798,31.641,3,5,5,5,11.697,33.326,34.466,8,6,5,1,7,7,5,11.017,106.188,108.649,29,6,1,6,2,6,1,6,5,2,5,6,5,6,6,7,6,7,4,4,5,3.511,125.056,126.234,46,7,6,7,7,7,7,5,6,4,7,4,6,4,7,7,5,5,2,6,3,5,7,2,6,6,3,7,5,5,5,3,3,5,2,2,3,6,6,2,2,6,7,7,7,1,2,1,5,3,5,3.431,26.428,28.116,10,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,3.8,1,2,16,5.4,4.8,5.6,1.4,6,White,-0.929410791,-1.148729704,-1.178344812,0,0.336472237
169,169,287,169,287,18,11/10/21 16:17,11/10/21 16:55,0,128.252.3.167,100,2274,1,11/10/21 16:55,R_1MSB95cabR2V6rS,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.022,1.022,325.874,1,10.972,23.868,24.852,6,6,6,5,4,6,9.876,38.221,39.668,12,1,1,1,1,2,0,0,3,0,0,11.511,243.031,243.85,71,4,5,2,2,1,2,5,2,2,4,2,2,3,4,4,2,1,5,4,5,2,1,2,4,3,2,2,1,2,1,3,2,4,2,4,3,1,4,3,2,4,1,4,2,3,4,1,1,1,4,4,5,2,3,4,4,2,4,2,4,8.977,274.232,276.331,72,5,2,6,5,5,1,4,3,2,4,4,2,4,2,2,4,2,6,5,4,5,3,5,5,6,6,1,3,5,1,6,6,4,6,1,3,5,4,6,2,5,4,1,5,3,4,5,5,5,3,4,5,5,5,4,4,2,11.51,58.015,59.057,13,6,5,6,3,6,2,5,3,6,5,5,6,19.245,91.341,92.028,20,5,6,5,4,1,3,4,4,5,4,3,3,4,4,2,4,3,4,21.567,103.35,107.207,24,5,3,4,3,4,5,5,4,5,4,2,4,4,4,2,1,1,1,1,1,9.655,16.647,17.494,3,4,3,3,20.211,50.979,51.955,11,4,3,1,4,3,4,20.123,152.931,153.885,26,2,5,2,1,2,1,2,2,5,2,3,2,1,1,2,2,1,2,2,2,6.896,147.183,148.09,41,6,3,3,6,5,6,6,3,5,4,5,5,3,6,3,1,5,2,2,1,6,5,3,3,6,4,6,6,2,5,5,5,5,2,3,6,6,4,5,7,5,5,5,6,2,2,3,5,7,7,2.31,20.15,25.828,9,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,5.4,1,0,5,3.8,4.6,3.2,1,1,Black,0.388151078,0.973269724,0.771951244,1,0
170,170,285,170,285,18,11/10/21 16:11,11/10/21 16:56,0,128.252.3.164,100,2685,1,11/10/21 16:56,R_aWRU13A8wj3WhG1,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,353.878,353.878,361.329,1,22.547,83.813,85.445,7,6,2,4,5,1,15.94,83.336,86.376,10,0,3,0,2,2,0,0,2,1,1,19.661,325.567,326.317,74,4,5,1,5,5,5,5,2,4,5,1,5,5,4,4,4,1,5,2,5,2,1,4,4,2,2,4,2,4,2,4,4,5,2,5,1,1,5,3,5,3,4,5,5,1,4,1,1,2,1,3,4,4,2,1,3,1,2,4,4,28.806,463.757,468.369,80,4,2,5,2,5,2,6,2,3,6,6,3,4,2,2,6,6,6,6,2,4,4,6,6,4,6,5,2,6,2,6,6,6,6,3,3,3,6,6,2,6,3,5,6,4,4,3,5,6,2,4,3,5,3,6,5,6,25.481,118.777,120.425,19,5,7,5,6,6,6,6,2,6,7,2,6,33.311,154.295,155.223,28,5,3,3,3,4,2,5,6,6,4,5,6,4,5,4,4,6,5,41.806,192.218,192.557,32,5,5,5,3,6,4,5,4,4,5,4,3,3,3,3,5,4,1,2,2,25.797,41.511,42.607,4,5,4,3,51.434,92.686,107.75,8,3,4,1,6,5,4,29.98,189.426,192.839,31,5,6,3,2,5,5,3,3,6,3,1,4,3,3,5,3,3,3,3,2,31.083,244.59,244.994,50,6,5,6,4,6,5,7,3,4,7,2,2,2,6,6,2,3,4,5,2,2,4,3,7,7,4,7,5,4,4,4,5,3,5,2,2,4,7,6,6,4,5,4,5,1,3,3,2,2,5,9.054,55.983,60.934,10,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,3,14,NA,3.6,1,1,9,4.8,4.4,3.2,2.8,1,Black,-1.094106025,0.201633568,-0.506048697,1,1.029619417
171,171,286,171,286,19,11/10/21 16:23,11/10/21 16:59,0,128.252.57.7,100,2124,1,11/10/21 16:59,R_3EfAupSCNywfCdq,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,469.6,469.6,477.056,1,14.666,34.861,36.179,7,6,7,7,7,3,9.731,39.498,40.828,10,0,1,0,0,3,1,1,2,1,1,10.97,241.547,242.647,64,4,3,2,5,2,4,3,3,5,5,1,4,4,2,5,3,2,2,1,4,3,4,4,4,1,2,5,4,5,2,4,4,3,3,4,1,3,3,2,4,3,4,4,4,2,3,3,2,2,2,1,3,4,2,1,3,1,5,2,4,15.77,285.878,287.974,73,4,2,6,1,6,2,3,4,1,3,6,2,2,4,1,4,1,6,2,4,1,2,6,4,5,6,2,1,6,2,6,6,1,3,1,5,3,1,5,1,4,6,2,2,5,6,2,5,6,3,4,2,6,4,3,6,5,1.191,83.885,84.979,18,7,3,1,2,2,1,2,5,6,1,1,2,33.914,104.847,105.867,23,6,6,2,1,1,1,4,4,4,5,4,4,4,2,3,4,4,5,34.502,184.812,187.907,23,5,5,5,6,6,4,4,4,3,5,7,7,5,5,7,1,1,1,5,1,12.639,20.811,21.699,5,5,5,4,48.932,72.495,73.63,6,4,6,1,7,6,5,29.449,166.16,167.775,27,4,3,4,1,7,2,7,7,4,7,3,4,3,3,3,5,5,5,5,5,16.137,165.024,166.045,34,7,6,2,4,6,4,5,6,7,5,5,2,3,5,3,2,7,5,5,1,5,3,2,3,3,4,5,3,2,3,7,3,2,2,2,7,7,7,5,6,3,1,1,1,2,1,2,4,2,4,3.672,36.592,38.796,10,1,NA,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,4,1,NA,NA,6,0,1,6,5.4,4,6.2,1.8,10,Multiple,0.88223678,0.780360685,0.942724085,0,0.587786665
172,172,288,172,288,21,11/10/21 16:54,11/10/21 17:28,0,128.252.57.30,100,2016,1,11/10/21 17:28,R_2ruNlZa2mllq6On,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,928.956,928.956,972.342,1,8.193,32.616,33.468,6,6,6,4,2,3,2.798,25.911,27.354,12,1,3,0,2,1,1,0,2,1,0,3.266,149.912,150.834,70,4,5,1,3,4,5,4,2,1,3,4,4,2,4,4,4,1,4,5,1,4,4,4,3,4,2,3,2,1,2,3,4,5,3,3,3,2,4,2,2,2,2,4,2,2,3,2,1,2,2,2,5,4,1,2,4,4,2,5,3,8.62,196.005,196.593,84,3,2,5,5,6,5,5,2,4,4,4,5,5,6,3,5,1,5,5,3,2,4,5,5,5,4,3,3,6,2,6,5,5,3,4,6,6,1,5,2,5,2,4,1,2,5,3,4,5,3,6,4,6,4,4,4,4,13.565,46.364,47.554,18,6,7,2,2,7,1,1,4,6,7,2,5,8.497,74.481,80.934,22,6,2,3,1,1,1,2,4,4,4,2,5,5,6,2,6,6,5,14.085,125.613,127.124,27,3,5,5,3,5,5,7,6,7,5,5,6,3,3,5,1,1,1,1,1,2.965,9.477,10.825,3,5,4,4,7.653,26.287,27.076,12,2,6,7,7,6,5,13.436,118.923,120.986,25,5,2,6,1,6,1,5,6,2,5,2,2,3,5,6,3,3,5,3,4,8.497,94.175,94.501,32,6,3,4,6,4,5,7,3,1,3,3,3,5,6,7,1,6,2,5,3,3,3,3,5,6,5,5,3,3,3,7,1,2,3,3,7,7,5,7,7,4,2,2,3,1,1,1,3,5,7,3.125,22.836,25.83,10,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,3,31,NA,4.2,2,1,11,4.2,6,4.4,1,6,White,-0.600020324,-0.184184509,-0.444658915,1,0
173,173,289,173,289,18,11/10/21 17:09,11/10/21 17:52,0,128.252.3.167,100,2584,1,11/10/21 17:52,R_2cjflobiKEKuV98,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.311,1.311,320.691,1,11.43,31.98,34.246,8,5,7,4,6,3,0.551,39.448,40.703,17,0,0,0,3,3,1,1,3,0,0,6.916,288.244,289.079,75,4,4,5,4,5,4,5,5,3,3,2,4,3,4,2,1,1,2,4,4,4,4,5,2,3,2,5,5,4,5,4,3,1,2,3,1,4,3,1,2,4,2,3,5,1,5,4,5,5,5,3,5,2,1,4,4,4,4,3,1,20.455,592.533,593.347,93,2,2,6,6,6,4,4,6,5,5,5,4,2,1,5,5,4,6,5,6,4,4,6,2,4,6,1,2,5,5,6,6,3,6,1,6,4,1,6,3,6,2,4,1,6,6,4,5,6,3,4,6,6,6,5,1,5,34.303,80.317,81.237,29,7,6,4,3,3,5,4,3,4,5,6,5,0.488,99.606,100.236,29,2,2,3,1,1,1,3,6,6,7,7,5,7,7,6,7,7,7,0.412,231.184,236.961,34,7,3,7,5,7,6,2,1,1,2,1,7,4,4,1,1,1,2,5,1,0.593,17.275,19.199,5,2,2,2,0.625,46.025,46.772,9,5,3,1,7,1,1,10.46,147.289,148.065,41,7,5,7,1,7,6,7,7,4,7,7,7,2,1,1,1,7,7,7,7,0.52,152.963,153.604,49,7,7,1,7,4,7,5,3,4,7,1,1,2,7,7,1,7,5,5,1,1,3,1,3,1,7,7,7,6,7,7,3,2,1,2,7,3,4,7,4,2,7,1,4,1,1,1,7,7,7,0.333,51.667,53.816,17,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,China,2,China,3,1,NA,NA,5,0,0,5,5.8,2.4,3.4,2,3,East Asian,0.058760611,0.973269724,0.585180643,0,0.693147181
