,X.1,pid,X,PID,age,StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,time_pid_First.Click,time_pid_Last.Click,time_pid_Page.Submit,time_pid_Click.Count,time_swls_First.Click,time_swls_Last.Click,time_swls_Page.Submit,time_swls_Click.Count,swls_1,swls_2,swls_3,swls_4,swls_5,time_cesd_First.Click,time_cesd_Last.Click,time_cesd_Page.Submit,time_cesd_Click.Count,cesd_1,cesd_2,cesd_3,cesd_4,cesd_5,cesd_6,cesd_7,cesd_8,cesd_9,cesd_10,time_bfi2_First.Click,time_bfi2_Last.Click,time_bfi2_Page.Submit,time_bfi2_Click.Count,bfi2_1,bfi2_2,bfi2_3,bfi2_4,bfi2_5,bfi2_6,bfi2_7,bfi2_8,bfi2_9,bfi2_10,bfi2_11,bfi2_12,bfi2_13,bfi2_14,bfi2_15,bfi2_16,bfi2_17,bfi2_18,bfi2_19,bfi2_20,bfi2_21,bfi2_22,bfi2_23,bfi2_24,bfi2_25,bfi2_26,bfi2_27,bfi2_28,bfi2_29,bfi2_30,bfi2_31,bfi2_32,bfi2_33,bfi2_34,bfi2_35,bfi2_36,bfi2_37,bfi2_38,bfi2_39,bfi2_40,bfi2_41,bfi2_42,bfi2_43,bfi2_44,bfi2_45,bfi2_46,bfi2_47,bfi2_48,bfi2_49,bfi2_50,bfi2_51,bfi2_52,bfi2_53,bfi2_54,bfi2_55,bfi2_56,bfi2_57,bfi2_58,bfi2_59,bfi2_60,time_pvq_First.Click,time_pvq_Last.Click,time_pvq_Page.Submit,time_pvq_Click.Count,pvq_1,pvq_2,pvq_3,pvq_4,pvq_5,pvq_6,pvq_7,pvq_8,pvq_9,pvq_10,pvq_11,pvq_12,pvq_13,pvq_14,pvq_15,pvq_16,pvq_17,pvq_18,pvq_19,pvq_20,pvq_21,pvq_22,pvq_23,pvq_24,pvq_25,pvq_26,pvq_27,pvq_28,pvq_29,pvq_30,pvq_31,pvq_32,pvq_33,pvq_34,pvq_35,pvq_36,pvq_37,pvq_38,pvq_39,pvq_40,pvq_41,pvq_42,pvq_43,pvq_44,pvq_45,pvq_46,pvq_47,pvq_48,pvq_49,pvq_50,pvq_51,pvq_52,pvq_53,pvq_54,pvq_55,pvq_56,pvq_57,time_ECRS_First.Click,time_ECRS_Last.Click,time_ECRS_Page.Submit,time_ECRS_Click.Count,ecrs._1,ecrs._2,ecrs._3,ecrs._4,ecrs._5,ecrs._6,ecrs._7,ecrs._8,ecrs._9,ecrs._10,ecrs._11,ecrs._12,time_ergs_First.Click,time_ergs_Last.Click,time_ergs_Page.Submit,time_ergs_Click.Count,ergs_1,ergs_2,ergs_3,ergs_4,ergs_5,ergs_6,ergs_7,ergs_8,ergs_9,ergs_10,ergs_11,ergs_12,ergs_13,ergs_14,ergs_15,ergs_16,ergs_17,ergs_18,time_iem_First.Click,time_iem_Last.Click,time_iem_Page.Submit,time_iem_Click.Count,iem_1,iem_2,iem_3,iem_4,iem_5,iem_6,iem_7,iem_8,iem_9,iem_10,iem_11,iem_12,iem_13,iem_14,iem_15,iem_16,iem_17,iem_18,iem_19,iem_20,time_crq.s_First.Click,time_crq.s_Last.Click,time_crq.s_Page.Submit,time_crq.s_Click.Count,crq.s_1,crq.s_2,crq.s_3,time_IER.close_First.Click,time_IER.close_Last.Click,time_IER.close_Page.Submit,time_IER.close_Click.Count,IER.close_1,IER.close_2,IER.close_3,IER.close_4,IER.close_5,IER.close_6,time_erq_First.Click,time_erq_Last.Click,time_erq_Page.Submit,time_erq_Click.Count,erq_1,erq_2,erq_3,erq_4,erq_5,erq_6,erq_7,erq_8,erq_9,erq_10,erq_11,erq_12,erq_13,erq_14,erq_15,erq_16,erq_17,erq_18,erq_19,erq_20,time_scs_First.Click,time_scs_Last.Click,time_scs_Page.Submit,time_scs_Click.Count,scs_1,scs_2,scs_3,scs_4,scs_5,scs_6,scs_7,scs_8,scs_9,scs_10,scs_11,scs_12,scs_13,scs_14,scs_15,scs_16,scs_17,scs_18,scs_19,scs_20,scs_21,scs_22,scs_23,scs_24,scs_25,scs_26,scs_27,scs_28,scs_29,scs_30,csi_1_1,csi_1_2,csi_1_3,csi_1_4,csi_2_1,csi_2_2,csi_2_3,csi_2_4,csi_3_1,csi_3_2,csi_3_3,csi_4_1,csi_4_2,csi_4_3,csi_5_1,csi_5_2,csi_5_3,csi_6_1,csi_6_2,csi_6_3,time_demo_First.Click,time_demo_Last.Click,time_demo_Page.Submit,time_demo_Click.Count,gender,gender_6_TEXT,acad.year,acad.year_5_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_8,race_9,race_9_TEXT,country,country_2_TEXT,motherUSA,motherUSA_2_TEXT,fatherUSA,fatherUSA_2_TEXT,socialclass,rel.status,rel.duration,id,swls,cesd_5_r,cesd_8_r,cesd,iem_sit_mod,iem_att_dep,iem_reap,iem_supp,race,race_text,swls_z,cesd_neg_z,well_being_z,gender_dummy,iem_supp_log
92,92,206,92,206,19,10/22/21 16:37,10/22/21 17:01,0,128.252.3.164,100,1440,1,10/22/21 17:01,R_1F95LUKZ1cH1sAa,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.98,7.696,8.149,2,11.641,23.521,24.286,5,6,5,6,5,4,7.635,25.836,27.061,11,1,1,0,1,2,0,2,2,1,1,17.66,147.819,149.232,72,5,5,3,2,4,3,5,3,3,4,1,2,4,4,4,2,1,3,3,3,4,3,4,4,2,3,4,2,3,2,2,4,3,4,3,2,2,2,3,4,4,3,5,4,2,4,1,2,1,2,3,4,3,2,2,4,4,4,4,3,7.303,203.645,204.374,77,4,2,6,4,5,6,2,5,4,4,6,4,2,5,2,5,1,6,4,4,3,3,6,6,5,6,3,2,5,5,6,6,5,5,2,4,4,2,4,2,6,6,3,1,5,5,3,6,6,4,6,3,5,4,4,6,6,67.738,103.689,104.423,15,6,5,3,2,6,4,2,5,7,4,5,5,14.371,52.729,53.329,19,5,6,6,2,1,3,5,6,6,6,6,6,6,6,5,6,6,6,28.239,100.744,101.905,28,5,5,5,5,6,5,5,5,5,2,2,6,5,6,2,1,1,1,1,1,26.87,32.153,33.35,3,4,4,2,24.023,44.455,46.319,7,5,4,2,7,5,5,332.617,424.337,425.162,30,2,1,3,2,2,1,3,3,2,3,2,3,3,2,2,3,3,4,3,4,11.757,117.639,118.389,45,5,5,3,4,5,6,7,5,3,5,3,5,5,6,6,3,6,4,5,6,5,3,5,2,3,3,6,5,6,4,4,2,4,3,2,2,3,2,4,6,5,3,5,4,3,5,5,4,5,5,2.341,26.217,27.834,9,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,3,1,NA,5.2,1,1,9,5.2,4.4,4.2,1,6,White,0.223455845,0.201633568,0.241033706,1,0
93,93,207,93,207,18,10/22/21 17:16,10/22/21 17:42,0,128.252.3.167,100,1599,1,10/22/21 17:42,R_3qHE86nTuYoLpBU,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,0.632,0.632,6.682,1,9.011,34.11,35.144,6,5,4,6,6,5,10.354,43.102,44.7,11,0,1,0,1,2,1,1,2,1,2,9.539,209.717,217.457,60,4,5,1,4,3,2,5,1,4,4,1,1,5,3,3,3,5,5,3,3,4,1,3,4,2,1,5,4,4,4,4,5,5,4,3,2,1,4,1,2,4,3,4,4,2,3,1,1,4,3,3,5,5,1,3,4,4,1,3,2,12.084,246.624,255.141,67,3,5,5,6,4,3,5,5,5,5,6,6,3,5,4,3,3,4,5,3,5,5,6,5,6,6,5,6,5,6,5,6,5,5,3,4,5,5,5,5,5,6,5,4,4,5,5,6,4,5,5,6,6,6,6,6,4,31.38,121.21,122.408,14,3,3,4,4,3,5,6,6,4,5,4,6,46.749,120.797,121.797,29,3,5,5,2,2,2,4,4,5,5,5,5,6,6,5,6,5,5,22.708,103.873,106.436,27,4,3,3,3,2,4,5,6,6,6,5,5,6,6,4,1,1,1,1,1,18.837,23.219,23.918,3,4,3,3,28.273,55.992,56.495,9,2,4,1,4,5,4,28.109,157.178,161.563,23,5,5,5,2,5,4,5,6,5,4,3,3,4,4,4,4,5,3,5,4,17.605,192.263,193.11,37,4,2,5,6,4,4,5,6,6,3,5,2,2,6,2,3,3,6,5,4,5,6,5,4,6,6,5,6,4,5,6,4,5,5,6,5,6,7,5,7,6,3,3,4,2,2,1,6,2,7,6.993,64.976,116.9,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,Mexico,1,NA,1,1,NA,NA,5.2,1,1,9,3,5.4,5.2,1,7,Hispanic/Latin,0.223455845,0.201633568,0.241033706,1,0
94,94,208,94,208,18,10/25/21 15:34,10/25/21 16:18,0,128.252.3.164,100,2595,1,10/25/21 16:18,R_2yjSEJeRCeAYTm8,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,356.676,357.004,359.895,2,14.536,27.621,28.514,5,3,5,3,3,2,3.775,30.79,31.492,10,1,2,2,1,2,2,1,2,2,1,6.417,153.812,154.3,69,2,4,4,3,3,2,4,4,3,4,2,1,3,4,3,4,1,3,3,4,2,2,5,2,3,2,4,4,3,3,4,3,2,4,4,3,3,2,4,3,4,2,3,3,4,4,2,4,2,3,4,4,2,4,2,4,4,4,3,2,19.053,306.465,307.148,80,4,2,4,3,4,3,5,4,2,4,4,4,2,4,3,4,2,5,3,3,3,5,6,5,3,5,1,5,5,2,5,6,2,5,2,6,4,4,6,3,5,6,2,2,4,3,3,5,5,4,3,4,5,3,2,4,6,9.77,77.931,78.25,19,6,5,6,6,6,5,6,3,6,4,1,5,12.846,79.564,80.474,23,3,6,6,6,2,6,4,3,4,6,6,5,6,6,5,5,5,6,11.798,186.928,187.888,30,5,6,4,4,6,6,6,6,5,5,6,6,6,6,4,1,1,1,1,1,2.853,12.603,16.115,3,5,5,4,2.904,28.273,30.816,10,7,3,1,7,5,6,3.296,141.627,142.473,37,6,4,4,2,4,4,5,5,6,4,3,4,3,4,4,3,4,4,3,3,2.81,162.32,163.338,39,5,5,6,5,5,6,6,6,5,6,5,3,4,6,2,5,7,2,4,3,3,3,2,4,5,6,6,6,3,6,6,6,6,3,3,2,5,7,6,6,6,2,2,6,2,4,4,5,4,6,0.869,34.606,39.448,13,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,Vietnam,2,Vietnam,2,Vietnam,1,1,NA,NA,3.2,1,1,14,5,5.6,5.6,1,4,Southeast Asian,-1.423496492,-0.762911626,-1.239734595,0,0
95,95,209,95,209,18,10/25/21 15:35,10/25/21 16:21,0,128.252.3.167,100,2771,1,10/25/21 16:21,R_ONKMTK4ZWMibPZn,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,334.564,334.564,338.162,1,11.663,29.999,31.324,5,6,5,6,6,2,19.139,49.307,50.506,10,1,1,1,1,2,0,1,2,0,1,7.36,200.818,206.998,63,5,5,2,3,4,5,5,4,4,3,1,2,5,4,3,2,2,5,4,2,5,4,3,5,3,1,4,2,3,3,2,4,4,4,3,2,3,4,4,4,5,4,5,3,5,5,2,3,3,4,3,5,5,2,4,5,4,4,4,4,13.427,280.079,281.564,61,3,3,5,6,4,6,2,4,5,6,6,5,3,3,2,5,5,6,5,4,3,3,5,5,4,6,4,5,6,4,6,5,6,4,4,6,6,2,5,3,6,5,2,2,3,6,2,4,5,3,5,4,6,6,6,6,5,12.654,60.136,60.866,13,6,6,2,1,7,5,1,6,7,6,1,5,25.802,128.219,129.027,23,5,5,5,2,2,2,5,6,6,6,6,5,7,6,4,4,5,6,23.283,122.648,130.178,21,4,6,6,5,3,7,7,6,7,5,6,5,3,3,5,6,1,1,5,1,10.887,25.194,26.323,6,5,4,4,29.971,63.025,63.911,8,5,6,2,7,6,5,21.092,124.656,126.184,22,4,2,6,2,3,2,5,5,2,5,6,6,4,6,3,5,5,5,6,6,19.402,166.45,167.11,31,7,6,4,6,5,6,7,4,6,3,6,5,6,7,6,3,3,6,6,5,6,2,5,3,2,5,6,6,3,5,4,6,6,2,2,7,6,6,5,7,2,1,2,2,2,7,1,5,2,6,4.547,46.194,48.02,11,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,3,18,NA,5,1,1,8,4.8,6.4,4.4,2.8,6,White,0.058760611,0.394542607,0.257031465,1,1.029619417
96,96,182,96,182,18,10/25/21 16:06,10/25/21 16:53,0,128.252.57.7,100,2841,1,10/25/21 16:54,R_33pxpqjkX8FIlMC,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,326.677,335.977,339.362,2,11.527,24.49,25.455,5,6,6,6,6,5,10.453,45.743,47.149,12,0,2,1,1,2,0,0,2,0,0,8.94,145.266,147.08,60,4,5,3,2,1,4,5,2,2,4,2,1,5,2,2,3,1,3,2,5,5,1,3,5,2,2,5,1,4,1,4,4,2,4,4,2,1,4,3,3,3,2,4,4,1,4,1,4,1,1,1,5,4,3,2,3,4,2,2,3,7.742,217.919,218.837,60,6,3,5,4,5,5,2,6,3,4,6,5,2,6,2,5,1,6,3,6,1,2,6,6,5,5,2,3,6,4,6,6,2,6,2,6,5,5,6,4,5,5,2,5,6,4,5,5,5,2,5,4,6,5,2,5,3,14.322,57.6,61.855,14,7,5,1,2,6,4,1,6,7,2,1,4,15.649,72.964,74.212,20,5,6,6,1,1,1,4,5,5,3,3,1,5,2,1,4,2,4,24.289,105.136,106.571,22,4,6,6,5,5,3,4,4,4,5,3,2,3,5,3,1,1,1,1,1,15.576,24.606,25.381,3,5,4,3,26.541,44.492,45.702,6,6,6,1,7,5,6,15.255,111.005,111.919,21,5,1,6,1,2,1,4,3,2,5,4,5,4,6,6,4,5,6,6,7,19.373,148.817,150.014,34,6,6,2,5,3,7,5,6,2,7,6,2,2,4,4,1,3,7,6,4,3,4,3,4,5,6,7,4,3,5,4,3,5,2,2,6,7,6,5,7,3,1,1,1,1,1,1,4,5,6,3.561,29.184,31.327,10,2,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,3,3,1,NA,5.8,1,1,6,5.2,4,3.2,1,10,Multiple,0.717541546,0.780360685,0.849338785,1,0
97,97,210,97,210,18,10/26/21 10:07,10/26/21 10:36,0,128.252.3.164,100,1741,1,10/26/21 10:36,R_3QQo5Kz1vs69N0z,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,98.273,738.293,745.492,2,13.789,23.391,24.167,5,6,7,7,7,6,3.384,17.838,19.758,12,0,0,0,0,3,0,0,2,0,0,3.219,153.43,153.771,64,5,4,2,4,2,4,5,4,5,4,1,1,4,1,2,2,2,5,4,4,4,1,2,4,2,2,4,4,5,4,2,4,4,2,4,2,2,4,1,4,5,1,4,4,2,5,2,1,5,4,2,5,4,1,2,5,5,2,1,4,4.366,177.791,178.61,64,4,2,5,6,3,5,2,2,4,4,4,6,4,4,4,6,4,6,5,2,6,4,4,4,4,6,4,4,4,2,5,5,4,5,4,4,6,4,4,2,6,5,4,4,3,4,5,4,5,4,6,6,5,6,2,5,4,14.861,74.792,75.813,19,7,2,3,2,6,1,2,5,3,3,2,6,9.52,56.849,57.423,21,3,1,4,1,1,1,1,3,3,4,4,3,4,4,4,4,4,4,13.533,79.348,80.08,20,5,5,5,6,3,7,7,7,7,7,3,7,7,7,3,1,1,1,1,1,4.294,12.544,12.873,4,4,4,2,19.322,85.406,86.343,8,2,3,1,5,5,3,29.182,91.166,91.96,22,5,6,5,1,5,5,6,5,4,6,5,6,6,6,6,5,6,5,2,4,4.971,89.906,90.439,31,5,5,6,6,3,5,6,5,5,5,6,3,5,7,6,3,3,5,5,3,3,6,3,5,5,6,7,6,3,5,5,3,5,2,2,4,4,5,6,7,4,1,4,2,6,6,2,7,7,7,3.264,32.922,34.172,12,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Taiwan,2,China,4,1,NA,NA,6.6,0,1,1,4.8,7,5.4,1,3,East Asian,1.376322481,1.744905879,1.769795283,1,0
98,98,211,98,211,18,10/26/21 10:08,10/26/21 11:30,0,128.252.3.167,100,4908,1,10/26/21 11:30,R_1jTDZuaxC8QDOId,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,3307.624,3307.624,3311.496,1,25.588,38.388,42.442,5,6,6,6,6,5,10.48,43.129,46.551,10,1,1,1,2,2,2,0,2,0,1,4.309,191.206,191.59,75,2,4,1,1,4,2,4,2,2,4,2,2,4,2,2,4,1,4,4,4,2,2,2,4,2,4,4,2,2,2,5,4,4,4,4,3,1,4,2,4,2,2,4,2,2,2,2,1,2,2,4,4,5,2,2,3,4,2,2,2,8.186,268.3,278.939,71,3,3,4,5,5,2,4,4,4,3,5,3,2,4,3,6,4,4,3,3,5,3,5,3,3,4,2,3,5,3,4,5,4,5,3,4,4,4,5,4,5,5,3,4,4,3,4,5,4,5,4,5,5,4,3,5,6,65.093,141.01,144.97,14,6,4,3,3,5,3,3,5,6,4,3,5,13.568,100.249,110.756,23,4,4,4,2,2,2,2,6,6,4,5,4,4,4,4,5,4,5,12.93,163.745,165.315,37,4,5,5,4,4,6,5,6,6,2,4,6,4,6,4,1,1,1,1,1,22.961,31.807,34.239,4,4,4,4,29.785,91.48,92.904,15,5,4,1,5,5,5,7.78,98.895,99.493,31,5,2,5,3,5,2,5,5,2,5,6,6,5,5,5,5,7,4,6,6,7.501,173.473,175.017,42,5,5,3,6,5,5,5,5,5,5,7,5,5,5,3,5,6,1,5,5,3,3,5,3,5,5,6,6,6,6,5,4,4,4,5,5,5,6,7,7,5,5,5,6,2,2,2,4,4,5,3.026,42.509,43.954,13,2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,2,India,2,India,3,1,NA,NA,5.8,1,1,10,4.4,5,4.8,1,5,South Asian,0.717541546,0.008724529,0.411806547,1,0
99,99,213,99,213,18,10/26/21 11:01,10/26/21 12:18,0,128.252.3.164,100,4644,1,10/26/21 12:18,R_2SIa1SnaOxxQXYF,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,2775.455,2775.455,2796.715,1,16.407,58.638,59.999,10,6,6,6,6,5,14.695,43.042,45.57,10,0,0,0,1,2,0,2,2,1,2,11.434,228.887,241.283,67,4,3,4,5,4,4,5,4,5,5,1,2,5,2,3,2,4,3,2,4,4,1,2,4,1,1,2,4,4,3,2,4,2,2,4,2,1,5,1,3,4,4,5,5,1,4,2,1,4,3,2,5,5,1,2,5,4,4,2,4,12.983,316.791,317.685,73,3,4,6,6,2,2,2,2,6,5,6,3,4,3,2,6,3,6,4,2,5,4,6,5,5,6,4,3,4,5,6,6,5,5,1,4,6,1,5,3,6,6,6,1,2,5,5,6,6,3,5,6,5,4,4,5,6,87.69,150.376,152.364,13,6,5,2,1,7,2,1,7,7,2,2,5,30.013,177.985,178.938,20,6,6,6,2,1,1,5,7,7,6,6,4,6,6,5,7,4,7,55.609,227.489,230.475,30,5,5,6,5,6,7,6,4,6,5,4,5,5,5,4,1,2,1,2,1,24.371,33.25,33.913,4,5,4,5,21.25,47.85,48.785,6,3,5,1,7,5,5,25.063,126.867,127.777,25,4,3,4,2,6,6,6,6,6,6,7,6,7,7,7,6,5,5,5,6,7.592,193.056,193.754,43,5,5,7,6,5,4,6,1,7,5,2,6,2,5,6,3,5,6,6,2,1,7,1,6,5,2,6,7,3,3,5,3,4,2,6,6,7,6,5,7,7,2,4,6,1,1,1,6,7,7,3.14,46.198,47.936,14,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,Vietnam,2,Vietnam,2,1,NA,NA,5.8,1,1,8,5.4,5.6,4.6,1.4,4,Southeast Asian,0.717541546,0.394542607,0.630572666,1,0.336472237
100,100,214,100,214,21,10/27/21 15:35,10/27/21 15:58,0,128.252.3.164,100,1393,1,10/27/21 15:58,R_3fI4PfFeUQoptoq,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.127,1.127,4.42,1,18.702,45.305,47.578,6,2,6,2,4,1,4.244,26.396,27.486,10,1,3,3,2,0,2,0,0,3,3,7.79,154.67,156.059,63,2,5,5,1,5,2,4,5,1,4,4,4,4,4,3,4,1,2,5,5,3,3,5,1,1,4,2,4,1,2,4,3,2,5,5,3,2,2,5,5,1,4,4,2,2,2,1,4,1,2,4,4,2,5,1,1,2,4,5,4,4.499,220.992,224.654,59,6,2,3,4,5,4,4,4,3,3,4,2,3,4,2,4,2,5,4,5,4,4,5,5,3,4,1,2,5,2,5,6,4,5,2,5,4,3,6,1,6,6,2,1,5,2,3,6,5,3,5,5,5,2,5,5,5,8.69,62.875,64.432,14,6,7,3,3,6,5,3,1,5,5,3,6,6.86,74.209,75.284,20,6,3,2,2,1,2,6,5,5,5,6,6,4,5,6,5,6,5,20.141,212.498,223.611,28,5,5,4,5,4,5,5,5,3,4,5,5,5,5,4,1,1,1,1,1,20.287,29.668,30.787,4,4,3,3,26.116,60.278,60.711,7,5,5,1,5,5,5,6.782,156.399,159.274,28,3,6,3,3,3,6,3,3,6,3,2,4,4,4,4,3,5,4,3,5,5.621,125.882,127.218,30,6,5,6,5,2,6,5,6,5,6,6,6,3,5,5,2,5,3,5,2,5,2,5,2,2,5,5,5,4,5,4,4,5,2,2,6,6,6,3,6,5,2,2,1,1,1,1,3,3,4,2.699,39.174,40.738,11,2,NA,4,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,2,China,1,NA,4,1,NA,NA,3,3,3,23,4.6,4.4,4.8,1,10,Multiple,-1.588191726,-2.499092976,-2.317567429,1,0
101,101,215,101,215,20,10/27/21 16:22,10/27/21 16:59,0,128.252.3.164,100,2262,1,10/27/21 17:00,R_3262OEWxXhSUUYA,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,898.655,898.655,902.3,1,21.646,40.364,42.552,7,7,6,7,6,6,9.491,30.773,33.253,10,0,0,0,0,2,0,0,3,0,0,1.688,222.055,235.997,69,5,5,4,5,4,3,5,4,5,4,1,1,5,1,3,2,1,3,1,2,4,1,2,5,3,3,2,3,5,1,4,4,1,1,4,1,1,4,1,5,5,1,5,4,1,5,1,4,4,4,2,5,5,1,2,5,5,3,2,4,14.277,265.552,270.035,67,4,4,6,5,5,3,3,4,3,5,6,4,3,4,3,6,6,6,3,3,2,4,6,6,5,6,4,4,4,4,6,6,4,6,3,5,5,6,6,6,6,6,3,6,3,4,4,6,6,5,5,5,6,5,4,6,6,11.777,88.742,89.886,14,7,3,4,4,6,1,1,6,6,4,1,4,12,97.816,103.272,22,5,5,5,2,2,2,2,5,5,4,4,4,4,4,4,4,2,4,23.062,105.793,107.164,24,4,5,4,4,6,6,6,6,6,6,1,1,2,2,1,1,1,1,1,1,8.676,19.529,20.72,4,5,4,3,13.455,38.436,41.077,8,4,5,1,7,7,7,5.518,96.417,97.459,22,5,5,5,1,6,1,5,4,1,5,5,5,4,5,5,4,3,4,5,5,13.922,131.352,132.436,34,7,3,2,6,7,7,7,5,4,6,7,2,4,7,7,4,2,3,7,7,3,4,3,3,5,6,7,6,7,5,6,2,3,2,4,7,5,5,7,7,1,1,2,1,1,2,1,6,6,5,4.43,45.41,48.189,16,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,5,1,NA,NA,6.4,1,0,1,4.6,6,1.4,1,6,White,1.211627247,1.744905879,1.676409983,1,0
102,102,216,102,216,20,10/28/21 9:11,10/28/21 9:49,0,128.252.3.164,100,2296,1,10/28/21 9:49,R_31mFgyRqxKq6ZuQ,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,1.063,1.063,555.607,1,11.797,26.513,27.62,5,6,6,6,5,4,13.573,55.628,56.577,11,1,0,1,2,2,1,1,3,1,1,10.148,289.357,291.385,68,4,4,2,3,2,4,4,2,4,4,3,2,4,4,4,4,4,4,4,4,3,2,2,4,1,3,4,4,3,2,4,4,4,3,4,3,2,4,3,5,4,2,4,4,2,3,2,3,3,1,3,4,4,3,3,4,4,2,3,4,11.338,364.626,367.117,65,4,2,4,4,4,4,3,5,3,5,5,3,3,5,2,4,3,5,3,3,3,3,5,5,5,4,3,4,5,3,5,5,5,5,3,5,3,3,5,4,5,5,3,4,4,3,5,5,5,4,4,5,5,5,4,3,5,23.706,94.791,95.907,12,5,5,5,4,4,4,5,5,5,5,5,4,20.343,105.741,106.928,18,5,5,5,2,3,2,3,5,5,4,1,1,4,4,3,4,5,5,18.113,131.735,134.01,23,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,2,6,4,2,2,13.321,20.161,23.646,3,3,2,2,17.085,58.915,60.893,7,2,6,2,4,6,6,7.204,126.8,128.633,20,5,5,5,4,5,3,6,6,3,6,4,4,4,4,4,4,5,3,5,3,16.392,170.934,172.551,33,5,4,4,5,5,5,6,5,4,6,5,5,4,5,4,4,4,5,5,5,4,5,5,5,4,5,5,5,5,4,3,3,4,3,4,4,4,4,4,4,3,3,3,3,3,5,2,3,5,4,4.407,54.385,92.076,14,2,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,China,2,China,2,China,4,3,3,NA,5.4,1,0,9,4.4,5,4.8,3.2,3,East Asian,0.388151078,0.201633568,0.334419006,1,1.16315081
103,103,217,103,217,19,10/28/21 10:02,10/28/21 10:25,0,128.252.3.167,100,1362,1,10/28/21 10:25,R_3EajKmOeBjySr9E,NA,NA,NA,NA,38.66639709,-90.3219986,anonymous,EN,25.281,25.281,125.498,1,38.708,45.174,45.946,5,5,6,6,6,5,10.68,31.273,32.128,11,2,3,1,1,2,1,2,2,1,1,11.381,209.522,210.162,87,4,5,4,2,1,2,5,2,4,5,1,3,4,4,3,4,1,4,4,4,3,3,5,2,2,2,4,4,4,1,4,4,4,4,4,3,2,3,2,4,3,3,4,3,1,4,1,2,2,2,4,4,3,2,2,4,4,4,4,4,13.302,254.391,255.727,95,6,5,5,6,5,3,4,6,4,5,6,3,5,5,4,5,4,5,3,6,4,5,6,5,5,5,3,3,5,5,5,6,4,5,4,6,6,6,6,5,5,6,4,5,6,5,5,6,5,4,4,5,5,5,4,5,5,7.342,52.091,53.236,20,6,7,4,4,6,3,4,5,6,2,3,5,16.684,68.989,69.703,18,5,5,4,2,2,2,4,6,6,5,5,5,5,5,5,5,4,5,27.705,115.266,115.68,30,5,4,5,4,6,6,6,6,5,5,3,4,5,5,2,2,1,1,1,1,6.984,14.035,14.451,5,4,4,3,15.83,43.995,44.433,9,5,6,1,6,5,5,19.207,110.898,111.419,28,6,2,6,2,5,1,5,5,1,5,2,2,5,5,3,2,2,2,2,3,14.161,123.601,124.297,39,5,5,6,6,3,5,5,5,3,7,5,5,3,5,2,3,3,1,4,3,5,5,3,3,5,6,6,5,2,5,7,3,3,2,3,4,7,6,5,7,3,1,2,2,1,1,1,4,6,7,3.16,33.11,36.155,11,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,2,USSR,2,USSR,3,1,NA,NA,5.6,1,1,14,4.8,5.6,3.8,1.2,6,White,0.552846312,-0.762911626,-0.119110991,1,0.182321557
